"";"Onderwerpen";"Productie basisprijzen";"Intermediair verbruik (-)";"Bruto toegevoegde waarde basisprijzen";"Bruto toegevoegde waarde basisprijzen";"Productie basisprijzen";"Intermediair verbruik (-)";"Bruto toegevoegde waarde basisprijzen";"Productie basisprijzen";"Intermediair verbruik (-)";"Bruto toegevoegde waarde basisprijzen"
"49 Vervoer over land";"2009";"20094";"9081";"11013";"10332";"-4.6";"-4.4";"-4.8";"107.4";"108.5";"106.6"
"49 Vervoer over land";"2010**";"20505";"9515";"10990";"10497";"0.9";"0.1";"1.6";"108.6";"113.6";"104.7"
"49 Vervoer over land";"2011*";"21277";"10099";"11178";"10680";"1.6";"1.3";"1.7";"111.0";"119.0";"104.7"
"50 Vervoer over water";"1988";"2987";"1981";"1006";"1037";".";".";".";"80.0";"72.8";"97.0"
"50 Vervoer over water";"1989";"3304";"2135";"1169";"1130";"7.9";"7.3";"9.0";"82.1";"73.1";"103.4"
"50 Vervoer over water";"1990";"3333";"2223";"1110";"1142";"2.5";"3.4";"1.0";"80.7";"73.6";"97.2"
"50 Vervoer over water";"1991";"3407";"2294";"1113";"1142";"1.1";"1.7";"0.0";"81.6";"74.7";"97.5"
"50 Vervoer over water";"1992";"3474";"2442";"1032";"1174";"4.2";"4.8";"2.8";"79.9";"75.8";"87.9"
"50 Vervoer over water";"1993";"3603";"2457";"1146";"1133";"-0.5";"0.7";"-3.5";"83.3";"75.8";"101.2"
"50 Vervoer over water";"1994";"3636";"2492";"1144";"1141";"0.6";"0.5";"0.7";"83.6";"76.5";"100.3"
"50 Vervoer over water";"1995";"3636";"2488";"1148";"1191";"0.7";"-1.0";"4.4";"83.0";"77.1";"96.4"
"50 Vervoer over water";"1996";"3693";"2552";"1141";"1232";"1.7";"0.8";"3.5";"82.9";"78.5";"92.6"
"50 Vervoer over water";"1997";"4128";"2754";"1374";"1362";"7.8";"6.6";"10.5";"86.0";"79.4";"100.9"
"50 Vervoer over water";"1998";"4449";"2839";"1610";"1471";"4.8";"3.2";"8.0";"88.4";"79.4";"109.5"
"50 Vervoer over water";"1999";"4443";"3008";"1435";"1460";"1.8";"3.3";"-0.7";"86.7";"81.4";"98.3"
"50 Vervoer over water";"2000";"4973";"3363";"1610";"1645";"6.5";"3.6";"12.7";"91.1";"87.9";"97.9"
"50 Vervoer over water";"2001";"5377";"3561";"1816";"1920";"8.4";"4.4";"16.7";"90.9";"89.1";"94.6"
"50 Vervoer over water";"2002";"5133";"3497";"1636";"1774";"-5.4";"-4.2";"-7.6";"91.7";"91.4";"92.2"
"50 Vervoer over water";"2003";"5419";"3749";"1670";"1801";"3.9";"4.9";"1.5";"93.2";"93.4";"92.7"
"50 Vervoer over water";"2004";"5683";"3855";"1828";"1835";"2.4";"2.6";"1.9";"95.5";"93.5";"99.6"
"50 Vervoer over water";"2005";"6250";"4269";"1981";"1981";"5.0";"3.6";"7.9";"100.0";"100.0";"100.0"
"50 Vervoer over water";"2006";"5625";"3726";"1899";"2031";"-9.2";"-14.6";"2.5";"99.1";"102.2";"93.5"
"50 Vervoer over water";"2007";"6173";"4208";"1965";"2349";"13.7";"12.6";"15.6";"95.7";"102.5";"83.7"
"50 Vervoer over water";"2008";"6593";"4587";"2006";"2487";"3.8";"2.9";"5.9";"98.4";"108.6";"80.6"
"50 Vervoer over water";"2009";"5507";"3994";"1513";"2145";"-9.6";"-7.8";"-13.8";"91.0";"102.6";"70.5"
"50 Vervoer over water";"2010**";"5208";"3907";"1301";"2097";"-3.5";"-4.0";"-2.2";"89.1";"104.5";"62.0"
"50 Vervoer over water";"2011*";"5372";"4088";"1284";"2110";"-0.8";"-1.3";"0.6";"92.7";"110.8";"60.9"
"51 Vervoer door de lucht";"1988";"3100";"1851";"1249";"513";".";".";".";"91.9";"56.2";"243.6"
"51 Vervoer door de lucht";"1989";"3329";"2075";"1254";"560";"5.8";"3.5";"9.2";"93.2";"60.8";"224.0"
"51 Vervoer door de lucht";"1990";"3471";"2153";"1318";"644";"5.2";"-0.7";"15.0";"92.4";"63.6";"204.7"
"51 Vervoer door de lucht";"1991";"3856";"2346";"1510";"712";"7.5";"5.6";"10.5";"95.5";"65.6";"212.1"
"51 Vervoer door de lucht";"1992";"4181";"2451";"1730";"858";"11.5";"5.6";"20.5";"92.9";"64.9";"201.7"
"51 Vervoer door de lucht";"1993";"4316";"2624";"1692";"976";"9.8";"6.9";"13.8";"87.4";"65.0";"173.4"
"51 Vervoer door de lucht";"1994";"4571";"2849";"1722";"1056";"8.7";"9.0";"8.2";"85.2";"64.7";"163.1"
"51 Vervoer door de lucht";"1995";"4814";"2965";"1849";"1182";"7.6";"4.9";"12.0";"83.4";"64.2";"156.4"
"51 Vervoer door de lucht";"1996";"5173";"3428";"1745";"1257";"8.7";"10.2";"6.3";"82.4";"67.4";"138.9"
"51 Vervoer door de lucht";"1997";"6191";"3824";"2367";"1431";"10.0";"8.0";"13.9";"89.7";"69.6";"165.4"
"51 Vervoer door de lucht";"1998";"6539";"4061";"2478";"1483";"5.5";"6.6";"3.7";"89.8";"69.3";"167.0"
"51 Vervoer door de lucht";"1999";"6742";"4454";"2288";"1521";"3.8";"4.7";"2.5";"89.2";"72.6";"150.5"
"51 Vervoer door de lucht";"2000";"7714";"5360";"2354";"1537";"4.2";"5.8";"1.1";"97.9";"82.6";"153.1"
"51 Vervoer door de lucht";"2001";"7435";"5265";"2170";"1407";"-4.7";"-3.0";"-8.5";"99.0";"83.7";"154.2"
"51 Vervoer door de lucht";"2002";"7761";"5248";"2513";"1401";"0.2";"0.5";"-0.5";"103.1";"83.0";"179.4"
"51 Vervoer door de lucht";"2003";"7124";"5129";"1995";"1426";"-2.6";"-4.6";"1.8";"97.1";"85.0";"139.9"
"51 Vervoer door de lucht";"2004";"7514";"5556";"1958";"1684";"6.5";"2.0";"18.0";"96.2";"90.3";"116.3"
"51 Vervoer door de lucht";"2005";"8358";"6467";"1891";"1891";"7.0";"5.1";"12.3";"100.0";"100.0";"100.0"
"51 Vervoer door de lucht";"2006";"9072";"7143";"1929";"1901";"4.8";"6.1";"0.5";"103.5";"104.1";"101.5"
"51 Vervoer door de lucht";"2007";"9145";"7449";"1696";"1940";"2.7";"2.8";"2.1";"101.7";"105.6";"87.4"
"51 Vervoer door de lucht";"2008";"9732";"8365";"1367";"2001";"2.9";"2.8";"3.1";"105.2";"115.3";"68.3"
"51 Vervoer door de lucht";"2009";"7841";"7236";"605";"1812";"-8.2";"-8.0";"-9.4";"92.3";"108.5";"33.4"
"51 Vervoer door de lucht";"2010**";"8413";"7926";"487";"1956";"3.1";"2.7";"7.9";"96.1";"115.8";"24.9"
"51 Vervoer door de lucht";"2011*";"8894";"8887";"7";"2173";"5.1";"4.7";"11.1";"96.7";"123.9";"0.3"
"52 Opslag, dienstverlening voor vervoer";"1988";"3403";"1219";"2184";"3293";".";".";".";"67.1";"68.5";"66.3"
"52 Opslag, dienstverlening voor vervoer";"1989";"3606";"1299";"2307";"3445";"4.3";"3.8";"4.6";"68.2";"70.3";"67.0"
"52 Opslag, dienstverlening voor vervoer";"1990";"3792";"1375";"2417";"3497";"2.7";"4.8";"1.5";"69.8";"71.0";"69.1"
"52 Opslag, dienstverlening voor vervoer";"1991";"4047";"1489";"2558";"3515";"2.7";"6.5";"0.5";"72.6";"72.2";"72.8"
"52 Opslag, dienstverlening voor vervoer";"1992";"4278";"1584";"2694";"3613";"2.9";"3.2";"2.8";"74.5";"74.5";"74.6"
"52 Opslag, dienstverlening voor vervoer";"1993";"4351";"1641";"2710";"3530";"-0.7";"1.9";"-2.3";"76.3";"75.7";"76.8"
"52 Opslag, dienstverlening voor vervoer";"1994";"4595";"1768";"2827";"3629";"3.8";"5.4";"2.8";"77.7";"77.4";"77.9"
"52 Opslag, dienstverlening voor vervoer";"1995";"5398";"2095";"3303";"4193";"16.1";"17.0";"15.5";"78.6";"78.4";"78.8"
"52 Opslag, dienstverlening voor vervoer";"1996";"5681";"2258";"3423";"4346";"4.4";"5.7";"3.7";"79.2";"80.0";"78.8"
"52 Opslag, dienstverlening voor vervoer";"1997";"6174";"2467";"3707";"4608";"6.6";"7.5";"6.0";"80.7";"81.2";"80.4"
"52 Opslag, dienstverlening voor vervoer";"1998";"6722";"2702";"4020";"4875";"6.4";"7.3";"5.8";"82.6";"82.9";"82.5"
"52 Opslag, dienstverlening voor vervoer";"1999";"7126";"2915";"4211";"5098";"4.7";"4.9";"4.6";"83.6";"85.3";"82.6"
"52 Opslag, dienstverlening voor vervoer";"2000";"7595";"3135";"4460";"5349";"4.6";"4.2";"4.9";"85.2";"88.0";"83.4"
"52 Opslag, dienstverlening voor vervoer";"2001";"8138";"3333";"4805";"5537";"3.1";"2.4";"3.5";"88.6";"91.4";"86.8"
"52 Opslag, dienstverlening voor vervoer";"2002";"8454";"3489";"4965";"5464";"-0.1";"1.6";"-1.3";"92.2";"94.2";"90.9"
"52 Opslag, dienstverlening voor vervoer";"2003";"8684";"3488";"5196";"5584";"0.4";"-2.1";"2.2";"94.3";"96.1";"93.1"
"52 Opslag, dienstverlening voor vervoer";"2004";"9400";"3730";"5670";"5903";"5.5";"5.1";"5.7";"96.7";"97.8";"96.1"
"52 Opslag, dienstverlening voor vervoer";"2005";"10138";"3975";"6163";"6163";"4.3";"4.2";"4.4";"100.0";"100.0";"100.0"
"52 Opslag, dienstverlening voor vervoer";"2006";"10763";"4271";"6492";"6394";"4.0";"4.4";"3.7";"102.1";"103.0";"101.5"
"52 Opslag, dienstverlening voor vervoer";"2007";"11682";"4663";"7019";"6784";"6.1";"6.1";"6.1";"104.4";"105.9";"103.5"
"52 Opslag, dienstverlening voor vervoer";"2008";"12759";"5191";"7568";"6995";"4.6";"7.0";"3.1";"109.0";"110.2";"108.2"
"52 Opslag, dienstverlening voor vervoer";"2009";"11866";"4885";"6981";"6445";"-7.3";"-6.5";"-7.9";"109.3";"110.9";"108.3"
"52 Opslag, dienstverlening voor vervoer";"2010**";"12390";"4978";"7412";"6852";"4.1";"1.0";"6.3";"109.6";"111.9";"108.2"
"52 Opslag, dienstverlening voor vervoer";"2011*";"13139";"5134";"8005";"7238";"4.0";"1.6";"5.6";"111.8";"113.5";"110.6"
"53 Post en koeriers";"1988";"2632";"1090";"1542";"2124";".";".";".";"73.7";"75.2";"72.6"
"53 Post en koeriers";"1989";"2671";"1075";"1596";"2112";"0.1";"1.0";"-0.6";"74.7";"73.4";"75.6"
"53 Post en koeriers";"1990";"2745";"1093";"1652";"2202";"2.2";"-0.8";"4.3";"75.1";"75.2";"75.0"
"53 Post en koeriers";"1991";"2946";"1182";"1764";"2337";"5.6";"4.8";"6.1";"76.4";"77.7";"75.5"
"53 Post en koeriers";"1992";"3150";"1244";"1906";"2379";"2.3";"3.0";"1.8";"79.8";"79.3";"80.1"
"53 Post en koeriers";"1993";"3202";"1252";"1950";"2277";"-3.3";"-1.8";"-4.3";"83.9";"81.3";"85.7"
"53 Post en koeriers";"1994";"3298";"1251";"2047";"2297";"-0.5";"-2.6";"0.9";"86.8";"83.3";"89.1"
"53 Post en koeriers";"1995";"3272";"1241";"2031";"2257";"-1.8";"-2.0";"-1.7";"87.7";"84.4";"90.0"
"53 Post en koeriers";"1996";"3444";"1321";"2123";"2343";"4.4";"5.4";"3.8";"88.5";"85.2";"90.6"
"53 Post en koeriers";"1997";"3625";"1425";"2200";"2347";"2.2";"5.5";"0.2";"91.1";"87.2";"93.7"
"53 Post en koeriers";"1998";"3826";"1516";"2310";"2439";"4.5";"5.5";"3.9";"92.0";"87.9";"94.7"
"53 Post en koeriers";"1999";"3889";"1550";"2339";"2457";"0.8";"0.9";"0.7";"92.7";"89.1";"95.2"
"53 Post en koeriers";"2000";"4117";"1670";"2447";"2571";"4.9";"5.3";"4.7";"93.6";"91.1";"95.2"
"53 Post en koeriers";"2001";"4265";"1696";"2569";"2670";"1.9";"-0.8";"3.8";"95.1";"93.3";"96.2"
"53 Post en koeriers";"2002";"4328";"1742";"2586";"2676";"0.8";"1.7";"0.2";"95.7";"94.3";"96.6"
"53 Post en koeriers";"2003";"4388";"1743";"2645";"2706";"0.0";"-1.7";"1.1";"97.1";"96.0";"97.7"
"53 Post en koeriers";"2004";"4769";"1756";"3013";"3054";"7.3";"-1.2";"12.9";"98.4";"97.9";"98.6"
"53 Post en koeriers";"2005";"4801";"1775";"3026";"3026";"-1.0";"-1.0";"-0.9";"100.0";"100.0";"100.0"
"53 Post en koeriers";"2006";"4972";"1925";"3047";"2984";"1.5";"6.4";"-1.4";"102.0";"101.9";"102.1"
"53 Post en koeriers";"2007";"5061";"1978";"3083";"2919";"-1.2";"0.2";"-2.2";"105.2";"104.5";"105.6"
"53 Post en koeriers";"2008";"5055";"1983";"3072";"2852";"-2.2";"-2.1";"-2.3";"107.4";"107.0";"107.7"
"53 Post en koeriers";"2009";"4779";"1885";"2894";"2713";"-4.8";"-4.8";"-4.9";"106.7";"106.8";"106.7"
"53 Post en koeriers";"2010**";"4601";"1974";"2627";"2616";"-3.8";"-4.2";"-3.6";"106.8";"116.7";"100.4"
"53 Post en koeriers";"2011*";"4550";"1982";"2568";"2469";"-3.8";"-1.5";"-5.6";"109.9";"119.0";"104.0"
"I Horeca";"1988";"7009";"3729";"3280";"6275";".";".";".";"61.8";"72.4";"52.3"
"I Horeca";"1989";"7639";"4029";"3610";"6731";"6.5";"5.8";"7.3";"63.3";"74.0";"53.6"
"I Horeca";"1990";"8087";"4246";"3841";"6923";"3.8";"4.6";"2.9";"64.6";"74.5";"55.5"
"I Horeca";"1991";"8715";"4609";"4106";"7274";"5.5";"6.0";"5.1";"65.9";"76.3";"56.4"
"I Horeca";"1992";"9291";"4877";"4414";"7446";"3.4";"4.3";"2.4";"68.0";"77.5";"59.3"
"I Horeca";"1993";"9881";"5086";"4795";"7618";"3.4";"4.4";"2.3";"69.9";"77.4";"62.9"
"I Horeca";"1994";"10421";"5430";"4991";"7680";"2.9";"4.9";"0.8";"71.6";"78.7";"65.0"
"I Horeca";"1995";"10664";"5551";"5113";"7512";"-0.6";"0.8";"-2.2";"73.8";"79.8";"68.1"
"I Horeca";"1996";"11293";"5958";"5335";"7637";"3.6";"5.4";"1.7";"75.4";"81.3";"69.9"
"I Horeca";"1997";"12219";"6371";"5848";"8248";"6.2";"4.6";"8.0";"76.8";"83.1";"70.9"
"I Horeca";"1998";"13141";"6770";"6371";"8813";"5.4";"4.1";"6.8";"78.4";"84.8";"72.3"
"I Horeca";"1999";"14186";"7217";"6969";"9122";"4.0";"4.5";"3.5";"81.3";"86.5";"76.4"
"I Horeca";"2000";"15299";"7731";"7568";"9609";"4.1";"3.0";"5.3";"84.2";"90.0";"78.8"
"I Horeca";"2001";"16094";"8234";"7860";"9357";"-0.6";"1.5";"-2.6";"89.1";"94.5";"84.0"
"I Horeca";"2002";"16522";"8135";"8387";"8987";"-3.3";"-2.7";"-4.0";"94.6";"96.0";"93.3"
"I Horeca";"2003";"16010";"7853";"8157";"8485";"-5.3";"-5.1";"-5.6";"96.9";"97.6";"96.1"
"I Horeca";"2004";"16196";"7925";"8271";"8375";"-0.3";"0.7";"-1.3";"98.3";"97.8";"98.8"
"I Horeca";"2005";"16670";"8200";"8470";"8470";"1.2";"1.2";"1.1";"100.0";"100.0";"100.0"
"I Horeca";"2006";"17465";"8712";"8753";"8699";"2.7";"2.7";"2.7";"102.0";"103.4";"100.6"
"I Horeca";"2007";"18507";"9167";"9340";"8900";"2.5";"2.7";"2.3";"105.4";"105.9";"104.9"
"I Horeca";"2008";"18573";"9357";"9216";"8523";"-3.7";"-3.1";"-4.2";"109.9";"111.6";"108.1"
"I Horeca";"2009";"17920";"8875";"9045";"7902";"-6.4";"-5.4";"-7.3";"113.2";"112.0";"114.5"
"I Horeca";"2010**";"17971";"8898";"9073";"7734";"-1.8";"-1.5";"-2.1";"115.6";"113.9";"117.3"
"I Horeca";"2011*";"18631";"9161";"9470";"7988";"1.4";"-0.6";"3.3";"118.2";"117.9";"118.6"
"58 Uitgeverijen";"1988";"3623";"2043";"1580";"2783";".";".";".";"67.6";"78.6";"56.8"
"58 Uitgeverijen";"1989";"3868";"2199";"1669";"2862";"4.5";"5.7";"2.8";"69.1";"80.0";"58.3"
"58 Uitgeverijen";"1990";"4125";"2323";"1802";"3035";"4.9";"4.0";"6.1";"70.3";"81.3";"59.4"
"58 Uitgeverijen";"1991";"4303";"2422";"1881";"3065";"1.5";"1.9";"1.0";"72.2";"83.2";"61.4"
"58 Uitgeverijen";"1992";"4335";"2420";"1915";"2992";"-1.7";"-1.1";"-2.4";"74.0";"84.0";"64.0"
"58 Uitgeverijen";"1993";"4414";"2416";"1998";"2979";"-0.2";"0.0";"-0.4";"75.5";"83.9";"67.1"
"58 Uitgeverijen";"1994";"4593";"2449";"2144";"3121";"2.2";"0.0";"4.8";"76.8";"85.0";"68.7"
"58 Uitgeverijen";"1995";"4866";"2653";"2213";"3200";"3.4";"4.1";"2.5";"78.8";"88.4";"69.2"
"58 Uitgeverijen";"1996";"5162";"2814";"2348";"3230";"1.7";"2.3";"0.9";"82.2";"91.7";"72.7"
"58 Uitgeverijen";"1997";"5441";"2929";"2512";"3220";"3.7";"7.1";"-0.3";"83.5";"89.1";"78.0"
"58 Uitgeverijen";"1998";"5934";"3214";"2720";"3577";"9.8";"8.7";"11.1";"82.9";"90.0";"76.0"
"58 Uitgeverijen";"1999";"6407";"3383";"3024";"3794";"4.9";"3.9";"6.1";"85.4";"91.2";"79.7"
"58 Uitgeverijen";"2000";"6801";"3601";"3200";"3878";"2.7";"3.2";"2.2";"88.2";"94.0";"82.5"
"58 Uitgeverijen";"2001";"6980";"3723";"3257";"3794";"-1.5";"-0.9";"-2.2";"91.9";"98.1";"85.8"
"58 Uitgeverijen";"2002";"6977";"3559";"3418";"3765";"-2.9";"-4.8";"-0.8";"94.7";"98.6";"90.8"
"58 Uitgeverijen";"2003";"6926";"3515";"3411";"3579";"-3.0";"-1.2";"-4.9";"96.9";"98.5";"95.3"
"58 Uitgeverijen";"2004";"7026";"3533";"3493";"3522";"-0.5";"0.5";"-1.6";"98.8";"98.4";"99.2"
"58 Uitgeverijen";"2005";"7207";"3720";"3487";"3487";"1.3";"3.7";"-1.0";"100.0";"100.0";"100.0"
"58 Uitgeverijen";"2006";"7435";"3836";"3599";"3532";"1.4";"1.5";"1.3";"101.7";"101.6";"101.9"
"58 Uitgeverijen";"2007";"7844";"4059";"3785";"3638";"3.2";"3.3";"3.0";"104.0";"104.0";"104.0"
"58 Uitgeverijen";"2008";"7850";"4038";"3812";"3586";"-1.9";"-2.3";"-1.4";"106.1";"105.9";"106.3"
"58 Uitgeverijen";"2009";"7526";"3781";"3745";"3348";"-6.7";"-6.7";"-6.6";"109.0";"106.3";"111.9"
"58 Uitgeverijen";"2010**";"7570";"3683";"3887";"3336";"-1.3";"-2.2";"-0.4";"111.1";"105.9";"116.5"
"58 Uitgeverijen";"2011*";"7205";"3524";"3681";"3060";"-6.9";"-5.5";"-8.3";"113.6";"107.3";"120.3"
"59-60 Film,radio en t.v.";"1988";"2415";"1718";"697";"1102";".";".";".";"65.9";"67.0";"63.2"
"59-60 Film,radio en t.v.";"1989";"2551";"1884";"667";"1034";"4.2";"8.4";"-6.2";"66.8";"67.8";"64.5"
"59-60 Film,radio en t.v.";"1990";"2673";"1930";"743";"1130";"3.3";"1.1";"9.3";"67.8";"68.6";"65.7"
"59-60 Film,radio en t.v.";"1991";"2834";"2075";"759";"1124";"3.4";"5.0";"-0.5";"69.5";"70.3";"67.5"
"59-60 Film,radio en t.v.";"1992";"2992";"2208";"784";"1102";"2.5";"4.1";"-2.0";"71.6";"71.8";"71.1"
"59-60 Film,radio en t.v.";"1993";"3134";"2286";"848";"1123";"1.9";"1.9";"1.9";"73.6";"73.0";"75.5"
"59-60 Film,radio en t.v.";"1994";"3261";"2365";"896";"1175";"1.7";"0.7";"4.6";"75.3";"75.0";"76.3"
"59-60 Film,radio en t.v.";"1995";"3304";"2469";"835";"1153";"0.3";"1.1";"-1.9";"76.1";"77.5";"72.4"
"59-60 Film,radio en t.v.";"1996";"3487";"2545";"942";"1264";"2.9";"0.6";"9.7";"78.0";"79.4";"74.5"
"59-60 Film,radio en t.v.";"1997";"3776";"2671";"1105";"1388";"4.8";"3.0";"9.8";"80.6";"80.9";"79.6"
"59-60 Film,radio en t.v.";"1998";"3986";"2802";"1184";"1427";"2.4";"2.2";"2.8";"83.1";"83.0";"83.0"
"59-60 Film,radio en t.v.";"1999";"4264";"2957";"1307";"1522";"4.1";"3.1";"6.7";"85.3";"85.0";"85.9"
"59-60 Film,radio en t.v.";"2000";"4546";"3117";"1429";"1580";"2.9";"2.5";"3.8";"88.4";"87.4";"90.4"
"59-60 Film,radio en t.v.";"2001";"4910";"3335";"1575";"1682";"3.7";"2.4";"6.4";"92.1";"91.3";"93.6"
"59-60 Film,radio en t.v.";"2002";"5287";"3521";"1766";"1820";"4.3";"2.5";"8.2";"95.0";"94.0";"97.0"
"59-60 Film,radio en t.v.";"2003";"5437";"3591";"1846";"1847";"0.2";"-0.5";"1.5";"97.6";"96.3";"100.0"
"59-60 Film,radio en t.v.";"2004";"5521";"3606";"1915";"1900";"-0.1";"-1.6";"2.9";"99.1";"98.3";"100.8"
"59-60 Film,radio en t.v.";"2005";"5462";"3614";"1848";"1848";"-1.9";"-1.5";"-2.7";"100.0";"100.0";"100.0"
"59-60 Film,radio en t.v.";"2006";"5766";"3814";"1952";"1938";"4.0";"3.6";"4.9";"101.5";"101.9";"100.7"
"59-60 Film,radio en t.v.";"2007";"6086";"4039";"2047";"1981";"3.4";"4.0";"2.2";"103.6";"103.7";"103.3"
"59-60 Film,radio en t.v.";"2008";"6180";"4136";"2044";"1956";"-0.4";"0.1";"-1.3";"105.6";"106.1";"104.5"
"59-60 Film,radio en t.v.";"2009";"5987";"3970";"2017";"1869";"-3.4";"-2.9";"-4.4";"105.9";"104.9";"107.9"
"59-60 Film,radio en t.v.";"2010**";"6044";"3949";"2095";"1880";"-0.7";"-1.3";"0.5";"107.7";"105.8";"111.5"
"59-60 Film,radio en t.v.";"2011*";"6183";"4004";"2179";"1925";"0.4";"-0.7";"2.4";"109.7";"108.0";"113.2"
"61 Telecommunicatie";"1988";"3484";"1270";"2214";"1561";".";".";".";"127.9";"122.0";"141.8"
"61 Telecommunicatie";"1989";"3946";"1487";"2459";"1632";"9.2";"17.2";"4.6";"132.6";"121.8";"150.7"
"61 Telecommunicatie";"1990";"4307";"1672";"2635";"1754";"8.7";"10.8";"7.5";"133.2";"123.7";"150.2"
"61 Telecommunicatie";"1991";"4682";"1905";"2777";"1850";"7.4";"10.5";"5.4";"134.8";"127.5";"150.1"
"61 Telecommunicatie";"1992";"5133";"2064";"3069";"1930";"4.9";"5.8";"4.3";"140.8";"130.5";"159.1"
"61 Telecommunicatie";"1993";"5471";"2294";"3177";"1895";"3.1";"10.4";"-1.8";"145.6";"131.4";"167.7"
"61 Telecommunicatie";"1994";"5914";"2615";"3299";"1953";"6.0";"10.0";"3.1";"148.5";"136.2";"168.9"
"61 Telecommunicatie";"1995";"6439";"2945";"3494";"2043";"7.4";"10.9";"4.6";"150.6";"138.4";"171.0"
"61 Telecommunicatie";"1996";"6869";"3140";"3729";"2103";"9.4";"17.0";"2.9";"146.9";"126.2";"177.3"
"61 Telecommunicatie";"1997";"8130";"3867";"4263";"2568";"23.5";"25.1";"22.1";"140.8";"124.2";"166.0"
"61 Telecommunicatie";"1998";"9817";"4961";"4856";"3206";"30.4";"36.6";"24.8";"130.4";"116.7";"151.5"
"61 Telecommunicatie";"1999";"12170";"6971";"5199";"4158";"37.9";"45.9";"29.7";"117.2";"112.4";"125.0"
"61 Telecommunicatie";"2000";"14904";"8953";"5951";"5620";"30.3";"26.7";"35.1";"110.2";"114.0";"105.9"
"61 Telecommunicatie";"2001";"17245";"10573";"6672";"6763";"20.3";"20.3";"20.3";"106.0";"111.9";"98.6"
"61 Telecommunicatie";"2002";"18698";"10378";"8320";"8078";"11.0";"5.8";"19.4";"103.5";"103.8";"103.0"
"61 Telecommunicatie";"2003";"19692";"10236";"9456";"8968";"5.6";"1.2";"11.0";"103.2";"101.2";"105.4"
"61 Telecommunicatie";"2004";"19385";"10154";"9231";"8933";"-0.9";"-1.4";"-0.4";"102.6";"101.8";"103.3"
"61 Telecommunicatie";"2005";"19543";"10150";"9393";"9393";"3.4";"1.8";"5.1";"100.0";"100.0";"100.0"
"61 Telecommunicatie";"2006";"19616";"10317";"9299";"9816";"2.8";"1.3";"4.5";"97.6";"100.4";"94.7"
"61 Telecommunicatie";"2007";"20249";"10826";"9423";"10423";"5.5";"4.8";"6.2";"95.5";"100.5";"90.4"
"61 Telecommunicatie";"2008";"19460";"10679";"8781";"10563";"-0.3";"-1.8";"1.3";"92.1";"100.9";"83.1"
"61 Telecommunicatie";"2009";"18509";"10262";"8247";"10283";"-3.3";"-3.8";"-2.7";"90.6";"100.8";"80.2"
"61 Telecommunicatie";"2010**";"18463";"10188";"8275";"10435";"-0.1";"-1.4";"1.5";"90.5";"101.5";"79.3"
"61 Telecommunicatie";"2011*";"18748";"10361";"8387";"10435";"0.5";"1.0";"0.0";"91.4";"102.3";"80.4"
"62-63 IT- en informatiedienstverlening";"1988";"2187";"988";"1199";"1389";".";".";".";"78.1";"68.4";"86.3"
"62-63 IT- en informatiedienstverlening";"1989";"2442";"1076";"1366";"1637";"13.5";"8.3";"17.8";"76.8";"68.8";"83.5"
"62-63 IT- en informatiedienstverlening";"1990";"2829";"1197";"1632";"1946";"14.8";"9.7";"18.9";"77.5";"69.8";"83.9"
"62-63 IT- en informatiedienstverlening";"1991";"3110";"1364";"1746";"2055";"7.7";"10.5";"5.6";"79.1";"71.9";"84.9"
"62-63 IT- en informatiedienstverlening";"1992";"3263";"1421";"1842";"2268";"6.5";"1.5";"10.4";"77.9";"73.9";"81.2"
"62-63 IT- en informatiedienstverlening";"1993";"3493";"1533";"1960";"2420";"6.3";"5.8";"6.7";"78.5";"75.3";"81.0"
"62-63 IT- en informatiedienstverlening";"1994";"3745";"1657";"2088";"2605";"6.6";"5.2";"7.7";"79.0";"77.4";"80.1"
"62-63 IT- en informatiedienstverlening";"1995";"4278";"1842";"2436";"3078";"13.9";"8.6";"18.2";"79.2";"79.2";"79.1"
"62-63 IT- en informatiedienstverlening";"1996";"5584";"2399";"3185";"3920";"27.7";"28.1";"27.3";"81.0";"80.6";"81.3"
"62-63 IT- en informatiedienstverlening";"1997";"7541";"3265";"4276";"5218";"33.4";"33.8";"33.1";"81.9";"81.9";"81.9"
"62-63 IT- en informatiedienstverlening";"1998";"9421";"4141";"5280";"6253";"22.1";"25.0";"19.8";"83.8";"83.1";"84.4"
"62-63 IT- en informatiedienstverlening";"1999";"11299";"4889";"6410";"7259";"16.0";"16.0";"16.1";"86.7";"84.6";"88.3"
"62-63 IT- en informatiedienstverlening";"2000";"12920";"5721";"7199";"7953";"10.8";"12.4";"9.6";"89.4";"88.0";"90.5"
"62-63 IT- en informatiedienstverlening";"2001";"14502";"6457";"8045";"8561";"7.9";"8.2";"7.6";"93.0";"91.8";"94.0"
"62-63 IT- en informatiedienstverlening";"2002";"13688";"6083";"7605";"7968";"-7.4";"-8.1";"-6.9";"94.9";"94.1";"95.4"
"62-63 IT- en informatiedienstverlening";"2003";"13381";"5756";"7625";"7882";"-3.7";"-7.0";"-1.1";"96.3";"95.8";"96.7"
"62-63 IT- en informatiedienstverlening";"2004";"13888";"5997";"7891";"8066";"2.2";"2.0";"2.3";"97.8";"97.8";"97.8"
"62-63 IT- en informatiedienstverlening";"2005";"15216";"6572";"8644";"8644";"7.2";"7.2";"7.2";"100.0";"100.0";"100.0"
