"Onderwerpen_1";"Onderwerpen_2";"Onderwerpen_3";"Onderwerpen_4";"Perioden";"Sectoren";"Balansposten";"Totaal energieaanbod";"Totaal energieverbruik"
"Energiedragers in petajoule";"Totaal energiedragers";"Totaal energiedragers";"Totaal energiedragers";"1999";"Chemische en farmaceutische producten";"PJ";"23.14";"23.14"
"Energiedragers in petajoule";"Totaal energiedragers";"Totaal energiedragers";"Totaal energiedragers";"1999";"23 Bouwmaterialenindustrie";"PJ";"36.33";"36.33"
"Energiedragers in petajoule";"Totaal energiedragers";"Totaal energiedragers";"Totaal energiedragers";"1999";"24 Basismetaalindustrie";"PJ";"123.73";"123.73"
"Energiedragers in petajoule";"Totaal energiedragers";"Totaal energiedragers";"Totaal energiedragers";"1999";"IJzer- en staalindustrie";"PJ";"94.61";"94.61"
"Energiedragers in petajoule";"Totaal energiedragers";"Totaal energiedragers";"Totaal energiedragers";"1999";"Non-ferrometalenindustrie";"PJ";"29.12";"29.12"
"Energiedragers in petajoule";"Totaal energiedragers";"Totaal energiedragers";"Totaal energiedragers";"1999";"25-28 Metaalproducten/machine-industrie";"PJ";"44.82";"44.82"
"Energiedragers in petajoule";"Totaal energiedragers";"Totaal energiedragers";"Totaal energiedragers";"1999";"29-30 Transportmiddelenindustrie";"PJ";"5.40";"5.40"
"Energiedragers in petajoule";"Totaal energiedragers";"Totaal energiedragers";"Totaal energiedragers";"1999";"31-33 Overige industrie en reparatie";"PJ";"20.31";"20.31"
"Energiedragers in petajoule";"Totaal energiedragers";"Totaal energiedragers";"Totaal energiedragers";"1999";"F Bouwnijverheid";"PJ";"27.35";"."
"Energiedragers in petajoule";"Totaal energiedragers";"Totaal energiedragers";"Totaal energiedragers";"1999";"Vervoer";"PJ";"457.17";"457.17"
"Energiedragers in petajoule";"Totaal energiedragers";"Totaal energiedragers";"Totaal energiedragers";"1999";"Railverkeer";"PJ";"7.52";"7.52"
"Energiedragers in petajoule";"Totaal energiedragers";"Totaal energiedragers";"Totaal energiedragers";"1999";"Wegverkeer";"PJ";"431.15";"431.15"
"Energiedragers in petajoule";"Totaal energiedragers";"Totaal energiedragers";"Totaal energiedragers";"1999";"Scheepvaart";"PJ";"12.07";"12.07"
"Energiedragers in petajoule";"Totaal energiedragers";"Totaal energiedragers";"Totaal energiedragers";"1999";"Luchtvaart";"PJ";"6.44";"6.44"
"Energiedragers in petajoule";"Totaal energiedragers";"Totaal energiedragers";"Totaal energiedragers";"1999";"Particuliere huishoudens";"PJ";"430.00";"430.00"
"Energiedragers in petajoule";"Totaal energiedragers";"Totaal energiedragers";"Totaal energiedragers";"1999";"Landbouw, visserij en dienstverlening";"PJ";"485.34";"485.34"
"Energiedragers in petajoule";"Totaal energiedragers";"Totaal energiedragers";"Totaal energiedragers";"1999";"Landbouw";"PJ";"166.65";"."
"Energiedragers in petajoule";"Totaal energiedragers";"Totaal energiedragers";"Totaal energiedragers";"1999";"Visserij";"PJ";"-";"-"
"Energiedragers in petajoule";"Totaal energiedragers";"Totaal energiedragers";"Totaal energiedragers";"1999";"E Waterbedrijven en afvalbeheer";"PJ";"48.82";"."
"Energiedragers in petajoule";"Totaal energiedragers";"Totaal energiedragers";"Totaal energiedragers";"1999";"G-U Dienstverlening";"PJ";"269.87";"."
"Energiedragers in petajoule";"Totaal energiedragers";"Totaal energiedragers";"Totaal energiedragers";"2000";"Nederland totaal";"PJ";"3066.70";"3066.70"
"Energiedragers in petajoule";"Totaal energiedragers";"Totaal energiedragers";"Totaal energiedragers";"2000";"Energiesector";"PJ";"556.06";"556.06"
"Energiedragers in petajoule";"Totaal energiedragers";"Totaal energiedragers";"Totaal energiedragers";"2000";"06 Winning van aardolie en aardgas";"PJ";"35.03";"35.03"
"Energiedragers in petajoule";"Totaal energiedragers";"Totaal energiedragers";"Totaal energiedragers";"2000";"Cokesfabrieken";"PJ";"12.46";"12.46"
"Energiedragers in petajoule";"Totaal energiedragers";"Totaal energiedragers";"Totaal energiedragers";"2000";"192 Aardolie-industrie";"PJ";"179.69";"179.69"
"Energiedragers in petajoule";"Totaal energiedragers";"Totaal energiedragers";"Totaal energiedragers";"2000";"35 Energiebedrijven";"PJ";"328.89";"328.89"
"Energiedragers in petajoule";"Totaal energiedragers";"Totaal energiedragers";"Totaal energiedragers";"2000";"Totaal energieafnemers";"PJ";"2510.63";"2510.63"
"Energiedragers in petajoule";"Totaal energiedragers";"Totaal energiedragers";"Totaal energiedragers";"2000";"Nijverheid (geen energiesector)";"PJ";"1113.17";"1113.17"
"Energiedragers in petajoule";"Totaal energiedragers";"Totaal energiedragers";"Totaal energiedragers";"2000";"08 Delfstoffenwinning (geen olie en gas)";"PJ";"14.59";"14.59"
"Energiedragers in petajoule";"Totaal energiedragers";"Totaal energiedragers";"Totaal energiedragers";"2000";"10-12 Voedings-, genotmiddelenindustrie";"PJ";"101.28";"101.28"
"Energiedragers in petajoule";"Totaal energiedragers";"Totaal energiedragers";"Totaal energiedragers";"2000";"13-15 Textiel-, kleding-, lederindustrie";"PJ";"8.34";"8.34"
"Energiedragers in petajoule";"Totaal energiedragers";"Totaal energiedragers";"Totaal energiedragers";"2000";"16 Houtindustrie";"PJ";"4.78";"4.78"
"Energiedragers in petajoule";"Totaal energiedragers";"Totaal energiedragers";"Totaal energiedragers";"2000";"17-18 Papier- en grafische industrie";"PJ";"43.54";"43.54"
"Energiedragers in petajoule";"Totaal energiedragers";"Totaal energiedragers";"Totaal energiedragers";"2000";"20-21 Chemie en farmaceutische industrie";"PJ";"686.03";"686.03"
"Energiedragers in petajoule";"Totaal energiedragers";"Totaal energiedragers";"Totaal energiedragers";"2000";"Basischemie zonder 2013-2015";"PJ";"49.01";"49.01"
"Energiedragers in petajoule";"Totaal energiedragers";"Totaal energiedragers";"Totaal energiedragers";"2000";"2013 Overige anorganische basischemie";"PJ";"51.59";"51.59"
"Energiedragers in petajoule";"Totaal energiedragers";"Totaal energiedragers";"Totaal energiedragers";"2000";"2014 Overige organische basischemie";"PJ";"448.07";"448.07"
"Energiedragers in petajoule";"Totaal energiedragers";"Totaal energiedragers";"Totaal energiedragers";"2000";"2015 Kunstmestindustrie";"PJ";"111.89";"111.89"
"Energiedragers in petajoule";"Totaal energiedragers";"Totaal energiedragers";"Totaal energiedragers";"2000";"Chemische en farmaceutische producten";"PJ";"25.47";"25.47"
"Energiedragers in petajoule";"Totaal energiedragers";"Totaal energiedragers";"Totaal energiedragers";"2000";"23 Bouwmaterialenindustrie";"PJ";"37.21";"37.21"
"Energiedragers in petajoule";"Totaal energiedragers";"Totaal energiedragers";"Totaal energiedragers";"2000";"24 Basismetaalindustrie";"PJ";"121.88";"121.88"
"Energiedragers in petajoule";"Totaal energiedragers";"Totaal energiedragers";"Totaal energiedragers";"2000";"IJzer- en staalindustrie";"PJ";"91.21";"91.21"
"Energiedragers in petajoule";"Totaal energiedragers";"Totaal energiedragers";"Totaal energiedragers";"2000";"Non-ferrometalenindustrie";"PJ";"30.67";"30.67"
"Energiedragers in petajoule";"Totaal energiedragers";"Totaal energiedragers";"Totaal energiedragers";"2000";"25-28 Metaalproducten/machine-industrie";"PJ";"44.96";"44.96"
"Energiedragers in petajoule";"Totaal energiedragers";"Totaal energiedragers";"Totaal energiedragers";"2000";"29-30 Transportmiddelenindustrie";"PJ";"5.57";"5.57"
"Energiedragers in petajoule";"Totaal energiedragers";"Totaal energiedragers";"Totaal energiedragers";"2000";"31-33 Overige industrie en reparatie";"PJ";"20.24";"20.24"
"Energiedragers in petajoule";"Totaal energiedragers";"Totaal energiedragers";"Totaal energiedragers";"2000";"F Bouwnijverheid";"PJ";"24.74";"."
"Energiedragers in petajoule";"Totaal energiedragers";"Totaal energiedragers";"Totaal energiedragers";"2000";"Vervoer";"PJ";"462.49";"462.49"
"Energiedragers in petajoule";"Totaal energiedragers";"Totaal energiedragers";"Totaal energiedragers";"2000";"Railverkeer";"PJ";"8.04";"8.04"
"Energiedragers in petajoule";"Totaal energiedragers";"Totaal energiedragers";"Totaal energiedragers";"2000";"Wegverkeer";"PJ";"435.33";"435.33"
"Energiedragers in petajoule";"Totaal energiedragers";"Totaal energiedragers";"Totaal energiedragers";"2000";"Scheepvaart";"PJ";"14.60";"14.60"
"Energiedragers in petajoule";"Totaal energiedragers";"Totaal energiedragers";"Totaal energiedragers";"2000";"Luchtvaart";"PJ";"4.52";"4.52"
"Energiedragers in petajoule";"Totaal energiedragers";"Totaal energiedragers";"Totaal energiedragers";"2000";"Particuliere huishoudens";"PJ";"432.35";"432.35"
"Energiedragers in petajoule";"Totaal energiedragers";"Totaal energiedragers";"Totaal energiedragers";"2000";"Landbouw, visserij en dienstverlening";"PJ";"502.63";"502.63"
"Energiedragers in petajoule";"Totaal energiedragers";"Totaal energiedragers";"Totaal energiedragers";"2000";"Landbouw";"PJ";"172.43";"."
"Energiedragers in petajoule";"Totaal energiedragers";"Totaal energiedragers";"Totaal energiedragers";"2000";"Visserij";"PJ";"-";"-"
"Energiedragers in petajoule";"Totaal energiedragers";"Totaal energiedragers";"Totaal energiedragers";"2000";"E Waterbedrijven en afvalbeheer";"PJ";"49.10";"."
"Energiedragers in petajoule";"Totaal energiedragers";"Totaal energiedragers";"Totaal energiedragers";"2000";"G-U Dienstverlening";"PJ";"281.09";"."
"Energiedragers in petajoule";"Totaal energiedragers";"Totaal energiedragers";"Totaal energiedragers";"2001";"Nederland totaal";"PJ";"3156.92";"3156.99"
"Energiedragers in petajoule";"Totaal energiedragers";"Totaal energiedragers";"Totaal energiedragers";"2001";"Energiesector";"PJ";"604.20";"604.25"
"Energiedragers in petajoule";"Totaal energiedragers";"Totaal energiedragers";"Totaal energiedragers";"2001";"06 Winning van aardolie en aardgas";"PJ";"38.66";"38.66"
"Energiedragers in petajoule";"Totaal energiedragers";"Totaal energiedragers";"Totaal energiedragers";"2001";"Cokesfabrieken";"PJ";"13.20";"13.20"
"Energiedragers in petajoule";"Totaal energiedragers";"Totaal energiedragers";"Totaal energiedragers";"2001";"192 Aardolie-industrie";"PJ";"190.53";"190.53"
"Energiedragers in petajoule";"Totaal energiedragers";"Totaal energiedragers";"Totaal energiedragers";"2001";"35 Energiebedrijven";"PJ";"361.81";"361.86"
"Energiedragers in petajoule";"Totaal energiedragers";"Totaal energiedragers";"Totaal energiedragers";"2001";"Totaal energieafnemers";"PJ";"2552.72";"2552.74"
"Energiedragers in petajoule";"Totaal energiedragers";"Totaal energiedragers";"Totaal energiedragers";"2001";"Nijverheid (geen energiesector)";"PJ";"1111.71";"1111.73"
"Energiedragers in petajoule";"Totaal energiedragers";"Totaal energiedragers";"Totaal energiedragers";"2001";"08 Delfstoffenwinning (geen olie en gas)";"PJ";"13.23";"13.23"
"Energiedragers in petajoule";"Totaal energiedragers";"Totaal energiedragers";"Totaal energiedragers";"2001";"10-12 Voedings-, genotmiddelenindustrie";"PJ";"99.28";"99.28"
"Energiedragers in petajoule";"Totaal energiedragers";"Totaal energiedragers";"Totaal energiedragers";"2001";"13-15 Textiel-, kleding-, lederindustrie";"PJ";"7.81";"7.81"
"Energiedragers in petajoule";"Totaal energiedragers";"Totaal energiedragers";"Totaal energiedragers";"2001";"16 Houtindustrie";"PJ";"3.66";"3.66"
"Energiedragers in petajoule";"Totaal energiedragers";"Totaal energiedragers";"Totaal energiedragers";"2001";"17-18 Papier- en grafische industrie";"PJ";"41.21";"41.21"
"Energiedragers in petajoule";"Totaal energiedragers";"Totaal energiedragers";"Totaal energiedragers";"2001";"20-21 Chemie en farmaceutische industrie";"PJ";"689.00";"689.02"
"Energiedragers in petajoule";"Totaal energiedragers";"Totaal energiedragers";"Totaal energiedragers";"2001";"Basischemie zonder 2013-2015";"PJ";"48.12";"48.12"
"Energiedragers in petajoule";"Totaal energiedragers";"Totaal energiedragers";"Totaal energiedragers";"2001";"2013 Overige anorganische basischemie";"PJ";"52.13";"52.15"
"Energiedragers in petajoule";"Totaal energiedragers";"Totaal energiedragers";"Totaal energiedragers";"2001";"2014 Overige organische basischemie";"PJ";"468.88";"468.88"
"Energiedragers in petajoule";"Totaal energiedragers";"Totaal energiedragers";"Totaal energiedragers";"2001";"2015 Kunstmestindustrie";"PJ";"93.52";"93.52"
"Energiedragers in petajoule";"Totaal energiedragers";"Totaal energiedragers";"Totaal energiedragers";"2001";"Chemische en farmaceutische producten";"PJ";"26.34";"26.34"
"Energiedragers in petajoule";"Totaal energiedragers";"Totaal energiedragers";"Totaal energiedragers";"2001";"23 Bouwmaterialenindustrie";"PJ";"36.33";"36.33"
"Energiedragers in petajoule";"Totaal energiedragers";"Totaal energiedragers";"Totaal energiedragers";"2001";"24 Basismetaalindustrie";"PJ";"125.04";"125.04"
"Energiedragers in petajoule";"Totaal energiedragers";"Totaal energiedragers";"Totaal energiedragers";"2001";"IJzer- en staalindustrie";"PJ";"95.66";"95.66"
"Energiedragers in petajoule";"Totaal energiedragers";"Totaal energiedragers";"Totaal energiedragers";"2001";"Non-ferrometalenindustrie";"PJ";"29.38";"29.38"
"Energiedragers in petajoule";"Totaal energiedragers";"Totaal energiedragers";"Totaal energiedragers";"2001";"25-28 Metaalproducten/machine-industrie";"PJ";"40.80";"40.80"
"Energiedragers in petajoule";"Totaal energiedragers";"Totaal energiedragers";"Totaal energiedragers";"2001";"29-30 Transportmiddelenindustrie";"PJ";"5.74";"5.74"
"Energiedragers in petajoule";"Totaal energiedragers";"Totaal energiedragers";"Totaal energiedragers";"2001";"31-33 Overige industrie en reparatie";"PJ";"19.47";"19.47"
"Energiedragers in petajoule";"Totaal energiedragers";"Totaal energiedragers";"Totaal energiedragers";"2001";"F Bouwnijverheid";"PJ";"30.13";"."
"Energiedragers in petajoule";"Totaal energiedragers";"Totaal energiedragers";"Totaal energiedragers";"2001";"Vervoer";"PJ";"467.31";"467.31"
"Energiedragers in petajoule";"Totaal energiedragers";"Totaal energiedragers";"Totaal energiedragers";"2001";"Railverkeer";"PJ";"7.78";"7.78"
"Energiedragers in petajoule";"Totaal energiedragers";"Totaal energiedragers";"Totaal energiedragers";"2001";"Wegverkeer";"PJ";"442.07";"442.07"
"Energiedragers in petajoule";"Totaal energiedragers";"Totaal energiedragers";"Totaal energiedragers";"2001";"Scheepvaart";"PJ";"14.16";"14.16"
"Energiedragers in petajoule";"Totaal energiedragers";"Totaal energiedragers";"Totaal energiedragers";"2001";"Luchtvaart";"PJ";"3.31";"3.31"
"Energiedragers in petajoule";"Totaal energiedragers";"Totaal energiedragers";"Totaal energiedragers";"2001";"Particuliere huishoudens";"PJ";"447.19";"447.19"
"Energiedragers in petajoule";"Totaal energiedragers";"Totaal energiedragers";"Totaal energiedragers";"2001";"Landbouw, visserij en dienstverlening";"PJ";"526.51";"526.51"
"Energiedragers in petajoule";"Totaal energiedragers";"Totaal energiedragers";"Totaal energiedragers";"2001";"Landbouw";"PJ";"168.11";"."
"Energiedragers in petajoule";"Totaal energiedragers";"Totaal energiedragers";"Totaal energiedragers";"2001";"Visserij";"PJ";"-";"-"
"Energiedragers in petajoule";"Totaal energiedragers";"Totaal energiedragers";"Totaal energiedragers";"2001";"E Waterbedrijven en afvalbeheer";"PJ";"49.61";"."
"Energiedragers in petajoule";"Totaal energiedragers";"Totaal energiedragers";"Totaal energiedragers";"2001";"G-U Dienstverlening";"PJ";"308.79";"."
"Energiedragers in petajoule";"Totaal energiedragers";"Totaal energiedragers";"Totaal energiedragers";"2002";"Nederland totaal";"PJ";"3165.34";"3165.53"
"Energiedragers in petajoule";"Totaal energiedragers";"Totaal energiedragers";"Totaal energiedragers";"2002";"Energiesector";"PJ";"598.79";"598.96"
"Energiedragers in petajoule";"Totaal energiedragers";"Totaal energiedragers";"Totaal energiedragers";"2002";"06 Winning van aardolie en aardgas";"PJ";"39.90";"39.90"
"Energiedragers in petajoule";"Totaal energiedragers";"Totaal energiedragers";"Totaal energiedragers";"2002";"Cokesfabrieken";"PJ";"13.09";"13.09"
"Energiedragers in petajoule";"Totaal energiedragers";"Totaal energiedragers";"Totaal energiedragers";"2002";"192 Aardolie-industrie";"PJ";"173.09";"173.09"
"Energiedragers in petajoule";"Totaal energiedragers";"Totaal energiedragers";"Totaal energiedragers";"2002";"35 Energiebedrijven";"PJ";"372.71";"372.88"
"Energiedragers in petajoule";"Totaal energiedragers";"Totaal energiedragers";"Totaal energiedragers";"2002";"Totaal energieafnemers";"PJ";"2566.56";"2566.56"
"Energiedragers in petajoule";"Totaal energiedragers";"Totaal energiedragers";"Totaal energiedragers";"2002";"Nijverheid (geen energiesector)";"PJ";"1126.62";"1126.63"
"Energiedragers in petajoule";"Totaal energiedragers";"Totaal energiedragers";"Totaal energiedragers";"2002";"08 Delfstoffenwinning (geen olie en gas)";"PJ";"13.72";"13.72"
"Energiedragers in petajoule";"Totaal energiedragers";"Totaal energiedragers";"Totaal energiedragers";"2002";"10-12 Voedings-, genotmiddelenindustrie";"PJ";"100.48";"100.48"
"Energiedragers in petajoule";"Totaal energiedragers";"Totaal energiedragers";"Totaal energiedragers";"2002";"13-15 Textiel-, kleding-, lederindustrie";"PJ";"7.51";"7.51"
"Energiedragers in petajoule";"Totaal energiedragers";"Totaal energiedragers";"Totaal energiedragers";"2002";"16 Houtindustrie";"PJ";"3.65";"3.65"
"Energiedragers in petajoule";"Totaal energiedragers";"Totaal energiedragers";"Totaal energiedragers";"2002";"17-18 Papier- en grafische industrie";"PJ";"43.02";"43.02"
"Energiedragers in petajoule";"Totaal energiedragers";"Totaal energiedragers";"Totaal energiedragers";"2002";"20-21 Chemie en farmaceutische industrie";"PJ";"706.20";"706.21"
"Energiedragers in petajoule";"Totaal energiedragers";"Totaal energiedragers";"Totaal energiedragers";"2002";"Basischemie zonder 2013-2015";"PJ";"49.88";"49.88"
"Energiedragers in petajoule";"Totaal energiedragers";"Totaal energiedragers";"Totaal energiedragers";"2002";"2013 Overige anorganische basischemie";"PJ";"48.39";"48.39"
"Energiedragers in petajoule";"Totaal energiedragers";"Totaal energiedragers";"Totaal energiedragers";"2002";"2014 Overige organische basischemie";"PJ";"491.02";"491.02"
"Energiedragers in petajoule";"Totaal energiedragers";"Totaal energiedragers";"Totaal energiedragers";"2002";"2015 Kunstmestindustrie";"PJ";"91.26";"91.27"
